id,idea_id,cost_reduction_idea,reason,mgi_gross_saving,estimated_cost_savings,saving_value_inr,weight_saving,group_id,status,way_forward,dept,target_date,kd_lc,wtd_avg,est_impl_date,investment_cr,mgi_carline,benchmarking_carline,mg_product_scenario,competitor_product_scenario,purpose_mg_product,purpose_competitor_product,impact_other_systems,client_statement,cae_required,homologation_required,styling_change,part_level_testing,assembly_trials,cad_drawing_update,ecn_required,part_production_trials,vehicle_level_testing,idea_generated_by,new_tool_required,new_tool_cost,tool_modification_required,tool_modification_cost,variants,current_status,resp,mix,volume,purchase_proposal,interest,payback_months,mgi_pe_feasibility,homeroom_approval,pp_approval,supplier_feasibility,financial_feasibility,proposal_image_filename,mg_vehicle_image,competitor_vehicle_image,user_input,response_text,image_path,proposal_image_data,proposal_image_mimetype,mg_vehicle_data,mg_vehicle_mimetype,competitor_vehicle_data,competitor_vehicle_mimetype,created_at
107,2311-ET-ID-14,"1. Replace the 2240GSM Engine Bay Insulation Cover within MGI with a 1080 - 1100GSM Insulation Cover (PES-NF) as in KIA
2. Replace the 5300GSM Cabin Insulation Cover within MGI with a 4550 - 4650GSM Insulation Cover as in KIA","1. The Engine Bay Insulating Cover mounted within the engine bay of MGI has a density of 2240GSM while the Insulating Cover in KIA, made from PES-NF has a density of 1080GSM
2. The Cabin Insulating Cover mounted within the cabin of MGI has a density of 5300GSM while the Insulating Cover in KIA has a density of 4600GSM
3. The overall GSM could be reduced to save weight and improve cost-effectiveness",60.0,"The evaluation is done before teardown, the values will change after the costing,
Engine Bay Insulation,
1. The per Sq.M rate of the Insulation (2240GSM with PES, EPDM and Foam layers) - INR 750 (assumed)
2. The per Sq.M rate of the proposed PES-NF insulation (1080-1100 GSM) - INR 500 (assumed)
3. The current surface area of the cover - 0.39m2
4. The current weight - 1016g
5. The estimated weight of the proposed Insulation - 421.2g (assumed)
6. The estimated weight saved = 1016 - 421.2 = 594.8g
7. The current cost - INR 292.5
8. The estimated cost of the proposed Insulation - INR 195
9. The estimated cost saved - 292.5 - 195 = INR 97.5

Cabin Insulation,
1. The per Sq.M rate of the Insulation (5300GSM with EPDM and Foam layers) - INR 500 (assumed)
2. The per Sq.M rate of the proposed insulation (4550-4650 GSM) - INR 450 (assumed)
3. The current surface area of the cover - 1.98m2
4. The current weight - 5650g
5. The estimated weight of the proposed Insulation - 4906g (assumed)
6. The estimated weight saved = 5650 - 4906 = 744g
7. The current cost - INR 2825
8. The estimated cost of the proposed Insulation - INR 2207.7
9. The estimated cost saved - 2825 - 2207.7 = INR 617.3

Total weight saved = 594.8 + 744 = 1338.8g
Total cost saved = 97.5 + 617.3 = INR 714.8",41.0,1.3388,1-Ext,OK,Confirm on vehicel trial,PE/ PSCM,2024-06-28 00:00:00,LC,33.0,2024-12-24 00:00:00,0.06,nan,nan,"MGI,
1. The Engine Bay Insulating Cover (PES, Foam, EPDM, PES) (assumed) & the Cabin Insulating Cover (EPDM, Foam) is mounted onto the outer and inner dash panel BIW of the vehicle
2. The Engine Bay Insulating Cover has a density of 2240GSM and the Cabin Insulating Cover has a density of 5300GSM and gets fastened onto the mounts present on both sides of the BIW

Dimensions & Weight,
Engine Bay-Cabin Cover,
Length - 1098mm
Width - 510mm
Surface Area - 391986mm2 = 0.39m2
Weight - 1016g
Cabin-Engine Bay Cover,
Length - 1820mm
Width - 1224mm
Surface Area - 1.98m2
Weight - 5650g","KIA,
1. The Engine Bay Insulating Cover & the Cabin Insulating Cover (EPDM, Foam) is mounted onto the dash panel BIW within the engine bay of the vehicle
2. The Engine Bay Insulating Cover is made from PES-NF (Polyethylsulfone-Non-Flammable)
3. The Engine Bay Insulating Cover has a density of 1080GSM and the Cabin Insulating Cover has a density of 4600GSM and gets fastened onto the mounts present on both sides of the BIW

Dimensions & Weight,
Engine Bay-Cabin Cover,
Length - 764mm
Width - 290mm
Surface Area - 188326mm2 = 0.18m2
Weight - 199g
Cabin-Engine Bay Cover,
Length - 1650mm
Width - 1140mm
Surface Area - 1.68m2
Weight - 5450g","Functionality,
The dash panel BIW insulations play a crucial role in enhancing the NVH characteristics of a vehicle by effectively insulating the cabin from the heat, reducing engine and road noise, and dampening vibrations. This contributes to a quieter and more comfortable driving experience for passengers",N/A,"There will be impact on the NVH parameters.
NVH testing needs to be done.",nan,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,ASI,No,0.0,No,0.0,nan,"•In   discussion with supplier to reduce the GSM without modification to tool   similar to Floor Carpets.
•To   be explored to petrol only
•Supplier discussion done and new proposal for reduction awaited from supplier
Supplier feedback recd on 05-Feb-24 ""Dash Inner: GSM reduction is not possible due to tearing in low EVA GSM during moulding process.
Dash Outer: GSM reduction is possible with removal of EVA from Insulator. Revised GSM will be 800 GSM with LWPU foam.
NVH performance to be verified after change in specification.
Tool need to be modified to accommodate the change in composition.
In case RM is changes to PES-NF, new tool required due to change in material properties. Savings: 60 Rs/car. Investment: 6~7 Lac Rs."" Sample received.
Trial on vehicle to planned. Supplier feedback in May-24 is ""88 Rs reduction for both parts.Tool modification cost will be 8 Lac Rs""",Narendra/ Ratnadeep,0.55,nan,nan,0.00173125,5.54,OK,nan,nan,OK,OK,NaN,NaN,NaN,,,,,,,,,,2025-12-03 17:18:14.798748
108,2311-ET-ID-15,De-content the Cowl Panel NVH Insulation from the engine bay of MGI,"1. An Insulating Panel is affixed to the bottom of the windshield cowl panel in MGI while the same component is absent from KIA
2. KIA operates without insulation in this area, and it does not affect the functionalities like vibration dampening, noise insulation or temperature properties of the vehicle
3. MGI could also consider removing the insulation to improve cost-effectiveness",264.0,"The evaluation is done before teardown, the values will change after the costing,
1. The per Sq. Meter rate of the Insulation (2400GSM with PES, EPDM and Foam layers) - INR 800 (assumed)
2. The current surface area of the Insulation - 0.33m2
3. The current weight - 789g
4. The estimated weight saved - 789g
5. The cost of the Insulation - INR 264
6. The estimated cost saved - INR 264",126.0,0.789,1-Ext,OK,EWO release planned,PE,2024-04-02 00:00:00,LC,145.2,2024-10-01 00:00:00,0.04,nan,nan,"MGI,
1. An Insulating Cover (PES, Foam, EPDM, PES) (assumed) is mounted onto the bottom of the windshield cowl panel bolted within the engine bay of the vehicle
2. The cover density is 2400GSM and is fastened onto the mounts beneath the cowl panel

Dimensions & Weight,
Length - 1215mm
Width - 320mm
Surface Area - 330480mm2 = 0.33m2
Weight - 789g","KIA,
The windshield cowl panel is left without any insulation in the vehicle","Functionality,
Insulation beneath the cowl can help dampen and reduce the transmission of external noises, such as wind, road, or engine noise, into the interior of the vehicle. The insulation material may provide some level of vibration damping and may have thermal properties, helping to insulate the engine compartment from external temperature variations",N/A,"There will be an impact on the NVH parameters.
NVH testing needs to be done.",nan,Yes,No,No,No,Yes,Yes,Yes,No,Yes,ASI,No,0.0,No,0.0,nan,"NVH  Evaluation planned by deletion of Cowl Insulation. Business case reported positive on 09-Feb-24
Diesel trial found NG. CVT trial found OK.",Narendra,0.55,nan,nan,nan,nan,WIP,nan,nan,nan,OK,NaN,NaN,NaN,,,,,,,,,,2025-12-03 17:18:14.798748
109,2311-ET-ID-16,Reduce the wall thickness of the Front Wheel Arch Liners present on both LH and RH sides from 1.6mm to 1.4mm,"1. In MGI, both the Front LH and RH Wheel Arch Liner Trims have a general wall thickness of 1.6mm while in KIA, it is 1.4mm. Both the trims in MGI and KIA are made of PP
2. Reducing the wall thickness would result in a lighter component. This can contribute to overall weight reduction in the vehicle, which can improve fuel efficiency and performance
3. Using less material to produce the trim can lead to cost savings in terms of raw materials and manufacturing expenses",31.3,"The evaluation is done before teardown, the values will change after the costing,
1. Per Kg rate of PP - INR 130.35
2. The current weight of the front trim - 858g
3. The estimated weight of the proposed front trim - 738g
4. The estimated weight saved = 858 - 738 = 120*2 = 240g
5. The current cost of the front trim - INR 111.84
6. The estimated cost of the proposed front trim - INR 96.19
7. The estimated cost saved = 111.84 - 96.19 = 15.65*2 = INR 31.3",92.0,0.24,1-Ext,NG,nan,nan,nan,LC,31.3,NaT,0.8,nan,nan,"MGI,
1. The Front LH and RH Wheel Arch Liner Trims are mounted onto the inside of both the LH and RH front wheel arches using fasteners
2. Both the trims are made of PP and have a wall thickness of 1.6mm
3. The Rear LH and RH Wheel Arch Liner Trims already have a wall thickness of 1.4mm

Dimensions & Weight,
Length - 1010mm
Width - 350mm
Weight - 858g","KIA,
1. The Front LH and RH Wheel Arch Liner Trims are mounted onto the inside of both the LH and RH front wheel arches using fasteners
2. Both the trims are made of PP and have a wall thickness of 1.4mm

Dimensions & Weight,
Length - 800mm
Width - 490mm
Weight - 742g","Functionality,
The Arch Liner Trims serve as protective barriers, shielding the vehicle's interior components from road debris, water, and other elements that can be kicked up by the rotating tires",N/A,NVH constraints need to be evaluated,nan,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,ASI,No,0.0,Yes,0.0,nan,"PE Feedback on 07-Feb-24 ""Reduciton of wall thicknes is techically feasibile, this will need new tooling for the Liner & modfication of Cladding/surrounding tool to accommodate this change.""
Business case reported negative on 09-Feb-24
",nan,1.0,nan,nan,nan,nan,OK,nan,nan,nan,NG,NaN,NaN,NaN,,,,,,,,,,2025-12-03 17:18:14.798748
110,2311-ET-ID-17,Reduce the wall thickness of the Bumper Lower Trim from 2.8mm to 2.4mm,"1. The Rear Bumper Lower Trim in MGI has an average wall thickness of 2.8mm while in KIA, it is 2.4mm
2. Reducing the wall thickness would result in a lighter component. This can contribute to overall weight reduction in the vehicle, which can improve fuel efficiency and performance
3. Using less material to produce the trim can lead to cost savings in terms of raw materials and manufacturing expenses",42.17,"The evaluation is done before teardown, the values will change after the costing,
1. Per Kg rate of PP-T20 - INR 200
2. The current weight of the bumper lower trim - 2027g
3. The estimated weight of the proposed trim - 1739g
4. The estimated weight saved = 2027 - 1739 = 288g
5. The current cost of the bumper lower trim - INR 405.4
3. The estimated cost of the proposed trim - INR 347.8
4. The estimated cost saved = 405.4 - 347.8 = INR 57.6",141.0,0.288,1-Ext,NG,nan,nan,nan,LC,42.17,NaT,2.0,nan,nan,"MGI,
1. A Bumper Lower Trim is mounted onto the rear of the vehicle protecting the lower portion of the bumper from potential damage
2. The trim is made of PP-T20 and has an average wall thickness of 2.8mm

Dimensions & Weight,
Length - 1860mm
Width - 256mm
Weight - 2027g","KIA,
1. A Bumper Lower Trim is mounted onto the rear of the vehicle protecting the lower portion of the bumper from potential damage
2. The trim is made of TPO and has an average wall thickness of 2.4mm

Dimensions & Weight,
Length - 1860mm
Width - 635mm
Weight - 3620g","Functionality,
The Rear Bumper Lower Trim helps protect the lower portion of the bumper from damage caused by road debris, rocks, and other hazards. This can prevent scratches, dents, and other forms of wear and tear",N/A,No impact on other systems,nan,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,ASI,No,0.0,Yes,0.0,nan,"New tool is required as per supplier feedback (VARROC). Technically feasbile as per PE feedback on 05-Feb-24
Business case reported negative on 09-Feb-24",nan,1.0,40500.0,nan,nan,nan,OK,nan,nan,nan,NG,NaN,NaN,NaN,,,,,,,,,,2025-12-03 17:18:14.798748
111,2311-ET-ID-18,Reduce the wall thickness of the Front and Rear Door Panel Exterior Main LH and RH Trims from 3mm to 2.8mm,"1. The Front and Rear Door Panel Exterior Main LH & RH Trims in MGI have an average wall thickness of 3mm while in KIA, the Front and Rear Door Panel Exterior Main LH & RH Trims, Lower Trims and the LH & RH Side Claddings have average wall thicknesses of 2.8mm, 2.8mm and 2.7mm respectively
2. Reducing the wall thickness would result in a lighter component. This can contribute to overall weight reduction in the vehicle, which can improve fuel efficiency and performance
3. Using less material to produce the trim can lead to cost savings in terms of raw materials and manufacturing expenses",30.8,"The evaluation is done before teardown, the values will change after the costing,
1. Per Kg rate of PP-T30 = INR 220 (assumed)
2. The current weight of the trim on the front - 918.6g
3. The estimated weight of the trim proposed - 853g
4. The estimated weight saved = 918.6 - 853 = 65.6*2 = 131.2g
5. The current weight of the trim on the rear - 692g
6. The estimated weight of the trim proposed - 646g
7. The estimated weight saved = 692 - 646 = 46*2 = 92g
8. The current cost of the trim on the front - INR 202.09
9. The estimated cost of the trim proposed - INR 187.66
10. The estimated cost saved on both ends = 202.09 - 187.66 = 14.43*2 = 28.86
11. The current cost of the trim on the rear - INR 152.24
12. The estimated cost of the trim proposed - INR 142.12
13. The estimated cost saved = 152.24 - 142.12 = 10.12*2 = 20.24

14. The estimated weight saved on the front and rear = 131.2 + 92 = 223.2g
15. The estimated cost saved on the front and rear = 28.86 + 20.24 = INR 49.1",67.0,0.2232,1-Ext,NG,New tooling cost from YFI to be confirmed for business case calculations,Purchase,2024-02-12 00:00:00,LC,30.8,NaT,1.86,nan,nan,"MGI,
1. The Front and Rear Door Panel Exterior Main LH & RH Trims in the vehicle are meant to serve a combination of protective, aesthetic, and functional purposes
2. The trims are made of PP-T30 and have an average wall thickness of 3mm

Dimensions & Weight,
Front Door LH & RH,
Length - 1060mm
Width - 200mm
Weight - 918.6g
Rear Door LH & RH,
Length - 766mm
Width - 200mm
Weight - 692g","KIA,
1. The Front and Rear Door Panel Exterior Main LH & RH Trims, Lower Trims and the LH & RH Side Claddings in the vehicle are meant to serve a combination of protective, aesthetic, and functional purposes
2. All three trims are made of TPO and each has average wall thicknesses of 2.8mm, 2.8mm and 2.7mm respectively","Functionality,
The lower part of a car's doors is susceptible to damage from road debris, stones, and other small objects thrown up by the wheels. Front and Rear Door Panel Exterior Main LH & RH Trims act as a protective barrier, helping to prevent scratches, chips, and other damage to the door panels",N/A,No impact on other systems,nan,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,ASI,No,0.0,Yes,0.0,nan,"New tool required as per Supplier feedback. Techinally OK as per PE feedback on 05-Feb-24
Business case reported negative on 09-Feb-24",Akhil,1.0,nan,nan,nan,nan,OK,nan,nan,nan,NG,NaN,NaN,NaN,,,,,,,,,,2025-12-03 17:18:14.798748
112,2311-ET-ID-19,Reduce the 2.4mm average wall thickness of the Windshield Cowl Trim in MGI to 2mm as in KIA,"1. The Windshield Cowl Trim in MGI has an average wall thickness of 2.4mm while in KIA, it is 2mm
2. Reducing the wall thickness would result in a lighter component. This can contribute to overall weight reduction in the vehicle, which can improve fuel efficiency and performance
3. Using less material to produce the trim can lead to cost savings in terms of raw materials and manufacturing expenses",37.8,"The evaluation is done before teardown, the values will change after the costing,
1. Per Kg rate PP-T30 - INR 190 (assumed)
2. The current weight of the trim - 1643g
3. The estimated weight of the trim proposed - 1369g
4. The estimated weight saved = 1643 - 1369 = 274g
5. The current cost of the trim - INR 312.17
3. The estimated cost of the trim proposed - INR 260.11
4. The estimated cost saved = 312.17 - 260.11 = INR 52.06",101.0,0.2601,1-Ext,NG,nan,nan,nan,LC,0.0,NaT,1.5,nan,nan,"MGI,
1. The Windshield Cowl Trim in the vehicle is meant to channel rainwater and other moisture away from the windshield of the vehicle
2. The trim is manufactured from PP-T30 (Polypropylene with 30% Talc Filler) and has an average wall thickness of 2.4mm

Dimensions & Weight,
Length - 1530mm
Width - 380mm
Weight - 1643g","KIA,
1. The Windshield Cowl Trim in the vehicle is meant to channel rainwater and other moisture away from the windshield of the vehicle
2. The trim is manufactured from PP-TD20 (Polypropylene with 20% Talc Filler) and has an average wall thickness of 2mm

Dimensions & Weight,
Length - 1452mm
Width - 355mm
Weight - 1454g","Functionality,
The Windshield Cowl acts as a protective barrier, shielding the wiper mechanism and the area around it from external elements. It also helps channel rainwater and debris away from the windshield, preventing them from entering the engine compartment or interfering with the wiper blades",N/A,No impact on other systems,nan,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,ASI,No,0.0,Yes,0.0,nan,"PE feedback on 07-Feb-24 ""Already facing issue of warpage on current part, further reduction will detiorate the part. Move to NG""",nan,nan,nan,nan,nan,nan,NG,nan,nan,nan,NG,NaN,NaN,NaN,,,,,,,,,,2025-12-03 17:18:14.798748
113,2311-ET-ID-20,"Replace the PCB Module supplied by 'Taizhou Suzhong Antenna Group Co., Ltd.' used within the shark fin antenna of MGI with a similar one supplied by 'INFAC Elecs' used in KIA","1. A set of PCB Modules, an FM and a GPS Module are present within the shark fin antenna of MGI while a single PCB Module manages the same requirements in KIA
2. Replacing the current setup in MGI with a similar mechanism as in KIA could help reduce complexity and improve the cost efficiency of the setup without compromising the functionality",0.0,"The evaluation is done before teardown, the values will change after the costing,
1. The current combined weight of the modules - 21.86 + 20.89 = 42.75g
2. The estimated weight of the proposed modules - 48.46g
3. Estimated weight saved = NIL
4. The current cost of the FM PCB Module - INR 307.7
5. The current cost of the GPS PCB Module - INR 206.2
6. The combined cost = 307.7 + 206.2 = INR 513.8 (assumed)
7. The estimated cost of the proposed module = INR 466.29 (assumed)
8. The estimated cost saved = 513.8 - 466.29 = INR 47.51",133.0,0.0,4,TBD,nan,nan,nan,nan,0.0,NaT,0.0,nan,nan,"MGI,
1. Both FM and GPS PCB Modules within the shark fin antenna of the vehicle are meant to serve various purposes, such as radio reception, GPS, cellular connectivity, and sometimes satellite radio or other communication systems
2. Both the Modules are supplied by 'Taizhou Suzhong Antenna Group Co., Ltd.' and are fixed onto the cast base

Dimensions & Weight,
FM Module,
Length - 125.26mm
Width - 57.56mm
Weight - 20.89g
GPS Module,
Length - 70mm
Width - 47mm
Weight - 21.86g","KIA,
1. A single PCB Module within the shark fin antenna of the vehicle is meant to serve various purposes, such as radio reception, GPS, cellular connectivity, and sometimes satellite radio or other communication systems
2. The PCB Module is supplied by 'INFAC Elecs' and is fastened onto the cast base

Dimensions & Weight,
Length - 121mm
Width - 50mm
Weight - 48.46g","Functionality,
The shark fin antenna typically houses multiple antennas for various purposes, such as radio reception, GPS, cellular connectivity, and sometimes satellite radio or other communication systems. The PCB module is designed to integrate and connect these antennas efficiently.",N/A,The size of the shark fin antenna cover trim should be adjusted accordingly,nan,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,ASI,No,0.0,No,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,NaN,NaN,NaN,,,,,,,,,,2025-12-03 17:18:14.798748
114,2311-ET-ID-21,Replace PC-ABS/ with PP-T20 in the manufacture of the Front Number Plate Mounting Trim,"1. The glossy black finished Front Number Plate Mounting Trim in MGI is manufactured from PC-ABS while in KIA a similar trim is absent as the plate is directly mounted onto the front bumper
2. The PC-ABS/ABS trim could be replaced with PP-T20 since the trim is meant to be a support trim and won't be exposed to the outer environment
3. Replacing the PC-ABS/ABS trim with a PP-T20 trim could help improve the cost-efficiency of the part",0.0,"The evaluation is done before teardown, the values will change after the costing,
1. The per Kg rate of PC-ABS - INR 311.17
2. The per Kg rate of ABS - INR 165.45
2. The per Kg rate of PP-T20 - INR 125.71
Scenario - 1
3. The current weight of the trim - 336g
4. The estimated weight of the proposed trim - 320g
5. the estimated weight saved = 336 - 320 = 16g
6. The current cost of the trim - INR 104.5
7. The estimated cost of the proposed trim - INR 40.22
8. the estimated cost saved = 104.5 - 40.2 = INR 64.3 - 15% tolerance = INR 54.6
Scenario - 2
3. The current weight of the trim - 336g
4. The estimated weight of the proposed trim - 320g
5. the estimated weight saved = 336 - 320 = 16g
6. The current cost of the trim - INR 55.59
7. The estimated cost of the proposed trim - INR 40.22
8. the estimated cost saved = 104.5 - 40.2 = INR 15.37 - 15% tolerance = INR 14.52",75.0,0.016,1-Ext,TBD,nan,nan,nan,nan,0.0,NaT,0.0,nan,nan,"MGI,
1. The number plate is mounted onto the Number Plate Mounting Trim mounted onto the front bumper of the vehicle using a set of fasteners
2. The trim is assumed to be made of PC-ABS/ABS (assumed)(Glossy Black Finish) 

Dimensions & Weight,
Length - 505mm
Width - 126.27mm
Weight - 336g ","KIA,
1. A similar trim is absent from the vehicle
2. The number plate is mounted directly onto the front bumper of the vehicle","Functionality,
These support trims are designed to secure the license plate in place, preventing it from bending, vibrating, or becoming loose during driving conditions. By offering additional reinforcement, they help maintain the proper positioning of the license plate, ensuring it remains securely attached to the vehicle.",N/A,No impact on other systems,nan,No,No,No,Yes,Yes,Yes,Yes,Yes,No,ASI,No,0.0,Yes,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,NaN,NaN,NaN,,,,,,,,,,2025-12-03 17:18:14.798748
115,2311-ET-ID-22,Replace POM with Glass Filled PP (PP-GF30) in the manufacture of the LH and RH Rear Bumper Inner Mounting Brackets,"1. The LH and RH Rear Bumper Inner Mounting Brackets within MGI is manufactured from POM
2. Similar levels of rigidity could be achieved by using glass-filled PP without compromising the functionality
3. Replacing POM with Glass-Filled PP (PP-GF30) could help improve the weight and cost-effectiveness of the brackets",0.0,"The evaluation is done before teardown, the values will change after the costing,
1. Per Kg rate of POM - INR 220 (assumed)
2. Per Kg rate of PP-GF30 - INR 210 (assumed)
3. The current weight of the bracket - 243.18g
4. The estimated weight of the proposed bracket - 191.07g
5. The estimated weight saved on both ends = 243.18 - 191.07 = 52.11*2 = 104.22g
6. The current cost of the bracket - INR 55.93
7. The estimated cost of the proposed bracket - INR 43.34
8. The estimated cost saved on both ends = 55.93 - 43.34 = 12.58*2 = 25.16 - 15% tolerance = INR 21.38",58.0,0.10422,1-Ext,TBD,nan,nan,nan,nan,0.0,NaT,0.0,nan,nan,"MGI,
1. The LH and RH Rear Bumper Inner Mounting Brackets are meant to secure the rear bumper fastened onto the body of the vehicle
2. These brackets are made of POM and are fastened onto the rear body using fasteners

Dimensions & Weight,
Length - 395mm
Width - 260mm
Weight - 243.18g","KIA,
1. The LH and RH Rear Bumper Inner Mounting Brackets are meant to secure the rear bumper fastened onto the body of the vehicle
2. Grades are not mentioned on the brackets","Functionality,
Rear bumper mounting brackets play a crucial role in the structural and functional integrity of a vehicle's rear bumper system. These brackets are components that secure the rear bumper to the vehicle frame or body.",N/A,No impact on other systems,nan,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,ASI,Yes,0.0,No,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,NaN,NaN,NaN,,,,,,,,,,2025-12-03 17:18:14.798748
116,2311-ET-ID-23,Replace POM with Glass Filled PP (PP-GF30) in the manufacture of the LH and RH Front Bumper Inner Mounting Brackets,"1. The LH and RH Front Bumper Inner Mounting Brackets within MGI is manufactured from POM
2. Similar levels of rigidity could be achieved by using glass-filled PP without compromising the functionality
3. Replacing POM with Glass-Filled PP (PP-GF30) could help improve the weight and cost-effectiveness of the brackets",0.0,"The evaluation is done before teardown, the values will change after the costing,
1. Per Kg rate of POM - INR 220 (assumed)
2. Per Kg rate of PP-GF30 - INR 210 (assumed)
3. The current weight of the bracket - 77.16g
4. The estimated weight of the proposed bracket - 60.62g
5. The estimated weight saved on both ends = 77.16 - 60.62 = 16.54*2 = 33.08g
6. The current cost of the bracket - INR 16.96
7. The estimated cost of the proposed bracket - INR 12.73
8. The estimated cost saved on both ends = 16.96 - 12.73 = 4.23*2 = INR 8.46",67.0,0.03308,1-Ext,TBD,nan,nan,nan,nan,0.0,NaT,0.0,nan,nan,"MGI,
1. The LH and RH Front Bumper Inner Mounting Brackets are meant to secure the front bumper fastened onto the body of the vehicle
2. These brackets are made of POM and are fastened onto the front body using fasteners

Dimensions & Weight,
Length - 258mm
Width - 34mm
Weight - 77.16g","KIA,
1. The LH and RH Front Bumper Inner Mounting Brackets are meant to secure the front bumper fastened onto the body of the vehicle
2. Grades are not mentioned on the brackets","Functionality,
Front bumper mounting brackets play a crucial role in the structural and functional integrity of a vehicle's front bumper system. These brackets are components that secure the front bumper to the vehicle frame or body.",N/A,No impact on other systems,nan,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,ASI,Yes,0.0,No,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,NaN,NaN,NaN,,,,,,,,,,2025-12-03 17:18:14.798748
117,2311-ET-ID-24,"Redesign the current front logo assembly making the mentioned changes,
1. Remove the Logo Holder (Black)
2. Instead of chrome plating the Logo Holding Bracket, finish it in Black and snap-fit the logo M and G onto this
3. Introduce a new chrome-plated edge trim to complete the design","1. The current front logo assembly in MGI consists of multiple snap-fitted trims while in KIA it is a single silicone trim glued onto the vehicle hood
2. Redesigning the current front logo assembly as mentioned in the proposal could help reduce complexity and improve the cost-efficiency of the setup",0.0,"The evaluation is done before teardown, the values will change after the costing,
1. The Per Kg cost of PC-ABS = INR 311.17
2. The Per Kg cost of ABS = INR 165.45
3. The Per Sq.M cost of chrome plating = INR 129.14
4. The weight saved de-contenting the holder trim = 39.16g
5. The cost saved = INR 12.18
6. The estimated weight of the proposed edge trim = 15g
7. The estimated cost = INR 2.48
8. The estimated surface area = 0.00249755 m2
9. The Chrome Plating cost = INR 0.32

10. The estimated weight saved = 39.16 - 15 = 24.16g
11. The estimated cost saved = 12.18 - (2.48 + 0.32) = 12.18 - 2.8 = INR 9.38",132.0,0.02416,1-Ext,TBD,nan,nan,nan,nan,0.0,NaT,0.0,nan,nan,"MGI,
1. The front logo assembly of the vehicle consists of multiple trims mainly Logo Holder, Logo Holder Bracket and Logo Trims 'M' and 'G'
2. All three chrome plated trims except the logo holder are manufactured from ABS
3. The logo holder is manufactured from PC-ABS (assumed)

Dimensions & Weight,
Logo Holder,
Length - 125mm
Width - 125mm
Weight - 39.16g
Logo Holder Bracket,
Length - 152mm
Width - 152mm
Weight - 65.98g
Logo M,
Length - 114.6mm
Width - 53.8mm
Weight - 10.16g
Logo G,
Length - 115mm
Width - 51mm
Weight - 10.7g","KIA,
1. A comparable trim is absent from the vehicle
2. The logo is a complete unit instead of multiple units snap-fitted together","Functionality,
The primary function of a brand logo is to identify and distinguish the vehicle as belonging to a specific automotive brand or manufacturer. The logo becomes a visual representation of the brand's identity, making it easily recognizable.",N/A,No impact on other systems,nan,Yes,No,No,No,Yes,Yes,Yes,Yes,No,ASI,Yes,0.0,No,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,NaN,NaN,NaN,,,,,,,,,,2025-12-03 17:18:14.798748
118,2311-ET-ID-25,Replace ABS with PP-T20 in the manufacture of the reflector casing,"1. The reflector casing within MGI is manufactured from ABS
2. ABS could be replaced with Talc Filled (20%) PP as done in the front lights of the vehicle and since these reflector lights aren't meant to light up, PP-T20 could serve as a replacement without any adverse effects on the functionality of the component
3. The material change could help reduce the overall cost of the component",0.0,"The evaluation is done before teardown, the values will change after the costing,
1. Per Kg rate of ABS - INR 300 (assumed)
2. Per Kg rate of PP-T20 - INR 200 (assumed)
3. The current weight of the component = 90.6g (assumed)
4. The estimated weight after the material change = 78.24g
5. The current cost of the component = INR 27.18
6. The estimated cost = INR 15.64

7. The estimated weight saved = 90.6 - 78.24 = 12.36g
8. The estimated cost saved = 27.18 - 15.64 = INR 11.54",122.0,0.01236,1-Ext,TBD,nan,nan,nan,nan,0.0,NaT,0.0,nan,nan,"MGI,
1. A reflector strip is mounted onto the rear bumper of the vehicle
2. The reflector casing is manufactured from ABS","KIA,
1. A similar strip is absent from the rear of the vehicle
2. Instead a pair of reflectors is provided on the rear bumper corners LH and RH",The field is not relevant to this Idea,N/A,No impact on other systems,nan,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,ASI,No,0.0,Yes,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,NaN,NaN,NaN,,,,,,,,,,2025-12-03 17:18:14.798748
